Stocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris - Euronext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument's name,ISIN,Euronext code,Market,Symbol,ICB Sector (Level 4),Trading currency,Last,Volume,D/D-1 (%),Date - time (CET),Turnover,Total number of shares,Capitalisation,Compartment,Investment zone,Eligibility,Trading mode,Day First,Day High,Day High / Date - time (CET),Day Low,Day Low / Date - time (CET), 31-12/Change (%), 31-12/High, 31-12/High/Date, 31-12/Low, 31-12/Low/Date, 52 weeks/Change (%), 52 weeks/High, 52 weeks/High/Date, 52 weeks/Low, 52 weeks/Low/Date,Website,Investor relation contact,Phone number,ICB Sector (Level 1),ICB Sector (Level 2),ICB Sector (Level 3),Personal equity saving plan eligibility,Deferred Settlement Service,Halted,Halted / Date - time (CET)
TERREIS,FR0010407049,FR0010407049,PAR,TER,8671 Industrial & Office REITs,EUR,12.8,864,-0.78,2009/12/11 17:35,10953,"24,785,499","317,254,387",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,12.9,12.9,2009/12/11 9:00,12.5,2009/12/11 12:23,4.22,14.53,2024/1/11,11.3,2008/9/11,5.5,14.53,2024/1/11,11.3,2008/9/11,"=LIEN_HYPERTEXTE(""http://www.terreis.fr"";""http://www.terreis.fr"")",Paget-Domet,182009523,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
TESFRAN,FR0010358812,FR0010358812,PAR,TEF,8671 Industrial & Office REITs,EUR,12.55,10,0.4,2005/12/11 11:30,126,"33,350,000","418,542,500",Compartment B (Mid Caps),French zone  ,PEA eligible,Double call auction,12.55,12.55,2005/12/11 11:30,12.55,2005/12/11 11:30,2.03,20.33,2009/6/11,10.21,2001/2/11,9.32,20.33,2009/6/11,10.21,2001/2/11,"=LIEN_HYPERTEXTE(""http://www.tesfran.fr"";""http://www.tesfran.fr"")",-,-,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
TESSI,FR0004529147,FR0004529147,PAR,TES,2795 Financial Administration,EUR,68.27,2873,-1.77,2009/12/11 17:35,197334,"2,932,772","200,220,344",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,68.5,69.75,2009/12/11 12:02,68,2009/12/11 9:00,11.01,73.8,2001/6/11,52.01,2012/9/11,16.8,73.8,2001/6/11,52.01,2012/9/11,"=LIEN_HYPERTEXTE(""http://www.tessi.fr"";""http://www.tessi.fr"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
TF1,FR0000054900,FR0000054900,PAR,TFI,5553 Broadcasting & Entertainment,EUR,7.8,440195,3.3,2009/12/11 17:35,3411788,"211,033,003","1,646,057,423",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,7.499,7.88,2009/12/11 15:53,7.498,2009/12/11 9:03,-40,15.185,2003/2/11,7.235,2024/11/11,-39.23,15.19,2003/2/11,7.24,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.tf1.fr"";""http://www.tf1.fr"")",Christine Bellin,00 33 1 41 41 27 32,5000 Consumer Services,5500 Media,5550 Media,Yes,Yes,-,-
THALES,FR0000121329,FR0000121329,PAR,HO,2717 Defense,EUR,22.35,291669,0.49,2009/12/11 17:35,6516422,"202,292,837","4,521,244,907",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,22,22.64,2009/12/11 15:47,21.915,2009/12/11 9:00,-14.65,30.5,2003/5/11,21.915,2009/12/11,-20.98,30.5,2003/5/11,21.92,2009/12/11,"=LIEN_HYPERTEXTE(""http://www.thalesgroup.com"";""http://www.thalesgroup.com"")",Climeau Jean-Claude,+33 (0)1 57 77 89 02,2000 Industrials,2700 Industrial Goods & Services,2710 Aerospace & Defense,Yes,Yes,-,-
THARREAU IND.,FR0000062739,FR0000062739,PAR,THAR,3763 Clothing & Accessories,EUR,31.5,30,0,2024/11/11 16:30,945,"1,328,600","41,850,900",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,31.5,31.5,2024/11/11 16:30,31.5,2024/11/11 16:30,1.58,34.11,2005/1/11,25.6,2009/8/11,-46.97,59.75,2025/11/10,25.6,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.tharreau-industries.com"";""http://www.tharreau-industries.com"")",-,-,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,No,-,-
THEOLIA,FR0000184814,FR0000184814,PAR,TEO,7537 Alternative Electricity,EUR,0.91,1571204,4.6,2009/12/11 17:38,1395160,"112,755,309","102,607,331",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.86,0.91,2009/12/11 17:27,0.86,2009/12/11 9:00,-22.22,1.63,2013/4/11,0.8,2023/11/11,-23.53,1.63,2013/4/11,0.8,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.theolia.com"";""http://www.theolia.com"")",Elodie Fiorini,04 42 906 596,7000 Utilities,7500 Utilities,7530 Electricity,Yes,No,-,-
THERMADOR GROUPE,FR0000061111,FR0000061111,PAR,THEP,2797 Industrial Suppliers,EUR,108.4,1068,-0.11,2009/12/11 17:35,115833,"2,132,550","231,168,420",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,108.5,109.64,2009/12/11 16:42,108.35,2009/12/11 16:44,11.84,136.7,2008/11/11,96.09,2008/8/11,16.18,136.7,2008/11/11,93.41,2009/12/10,"=LIEN_HYPERTEXTE(""http://www.thermador-groupe.com"";""http://www.thermador-groupe.com"")",VINCENT,474956328,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
THERMOCOMPACT,FR0004037182,FR0004037182,PAR,THER,2733 Electrical Components & Equipment,EUR,13.5,580,-4.93,2009/12/11 16:30,7920,"1,544,855","20,855,543",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,13.85,13.85,2009/12/11 11:30,13.5,2009/12/11 16:30,5.8,20.84,2003/5/11,12.73,2003/1/11,1.58,20.84,2003/5/11,12.52,2020/12/10,"=LIEN_HYPERTEXTE(""http://www.thermocompact.com"";""http://www.thermocompact.com"")",CORNIER Jean-claude,04 50 27 20 02,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,No,-,-
TIPIAK,FR0000066482,FR0000066482,PAR,TIPI,3577 Food Products,EUR,49.5,5,1,2009/12/11 11:30,248,"913,980","45,242,010",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,49.5,49.5,2009/12/11 11:30,49.5,2009/12/11 11:30,-4.26,53,2027/6/11,46.2,2014/4/11,-5.71,53,2027/6/11,46.2,2014/4/11,"=LIEN_HYPERTEXTE(""http://www.tipiak.fr"";""http://www.tipiak.fr"")",-,-,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,No,-,-
TIVOLY,FR0000060949,FR0000060949,PAR,TVLY,2757 Industrial Machinery,EUR,14.45,1,0,2009/12/11 11:30,14,"553,995","8,005,228",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,14.45,14.45,2009/12/11 11:30,14.45,2009/12/11 11:30,11.07,16.5,2006/6/11,12.68,2009/8/11,7.84,16.5,2006/6/11,12.68,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.tivoly.fr"";""http://www.tivoly.fr"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2750 Industrial Engineering,Yes,No,-,-
TONN.FRANCOIS FRES,FR0000071904,FR0000071904,PAR,TFF,2723 Containers & Packaging,EUR,27.97,321,0.79,2009/12/11 17:29,8894,"5,420,000","151,597,400",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,27.7,27.97,2009/12/11 17:29,27.6,2009/12/11 14:23,-0.14,31.19,2002/8/11,27.38,2002/11/11,-0.11,31.19,2002/8/11,27.38,2002/11/11,"=LIEN_HYPERTEXTE(""http://www.francoisfreres.com"";""http://www.francoisfreres.com"")",SIMONEL THIERRY,380212333,2000 Industrials,2700 Industrial Goods & Services,2720 General Industrials,Yes,No,-,-
TONNA ELECTRONIQUE,FR0000064388,FR0000064388,PAR,TONN,9578 Telecommunications Equipment,EUR,4.1,30,-2.84,2008/12/11 11:30,123,"449,777","1,844,086",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,4.1,4.1,2008/12/11 11:30,4.1,2008/12/11 11:30,46.43,15.3,2006/4/11,2.27,2004/2/11,20.23,15.3,2006/4/11,2.27,2004/2/11,"=LIEN_HYPERTEXTE(""http://www.tonna.com"";""http://www.tonna.com"")",-,-,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
TOTAL,FR0000120271,FR0000120271,PAR,FP,0537 Integrated Oil & Gas,EUR,38.855,6810240,2.51,2009/12/11 17:36,262971917,"2,358,543,649","91,641,213,482",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,37.66,38.96,2009/12/11 17:28,37.66,2009/12/11 9:00,-2.01,44.55,2004/3/11,29.4,2023/9/11,-0.68,44.55,2004/3/11,29.4,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.total.com"";""http://www.total.com"")",-,-,0001 Oil&Gas,0500 Oil & Gas,0530 Oil & Gas Producers,Yes,Yes,-,-
TOTAL GABON,GA0000121459,GA0000121459,PAR,EC,0537 Integrated Oil & Gas,EUR,302.99,100,0.66,2009/12/11 17:35,30144,"4,500,000","1,363,455,000",Compartment A (Large Caps),International zone (out of Euro)  ,SRD eligible,Continuous,298,302.99,2009/12/11 10:24,298,2009/12/11 9:00,-1.96,390,2001/6/11,270,2006/10/11,-2.58,390,2001/6/11,270,2006/10/11,"=LIEN_HYPERTEXTE(""http://www.total-gabon.com"";""http://www.total-gabon.com"")",-,-,0001 Oil&Gas,0500 Oil & Gas,0530 Oil & Gas Producers,No,Yes,-,-
TOUAX,FR0000033003,FR0000033003,PAR,TOUP,2777 Transportation Services,EUR,21.01,260,0.05,2009/12/11 17:35,5473,"5,703,565","119,831,901",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,21,21.1,2009/12/11 16:05,21,2009/12/11 9:00,-28.76,32.99,2023/5/11,19.6,2029/11/11,-25.1,32.99,2023/5/11,19.6,2029/11/11,"=LIEN_HYPERTEXTE(""http://www.touax.com"";""http://www.touax.com"")",Alexandra Bardiot,+ 33 1 46 96 18 38,2000 Industrials,2700 Industrial Goods & Services,2770 Industrial Transportation,Yes,No,-,-
TOUAX BS 0313,FR0010585224,FR0010585224,PAR,TOUBS,2777 Transportation Services,EUR,0,0,-,-,0,"200,000",0,null,French zone  ,PEA eligible,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,-,-,-,2000 Industrials,2700 Industrial Goods & Services,2770 Industrial Transportation,Yes,No,-,-
TOUAXBSAR0316,FR0010435438,FR0010435438,PAR,TOUBR,2777 Transportation Services,EUR,0.74,2200,-2.63,2009/12/11 16:36,1628,"1,395,524","1,032,688",null,French zone  ,PEA eligible,Continuous,0.74,0.74,2009/12/11 11:00,0.74,2009/12/11 11:00,-8.64,1.95,2016/5/11,0.74,2021/9/11,-1.33,1.95,2016/5/11,0.74,2021/9/11,-,-,-,2000 Industrials,2700 Industrial Goods & Services,2770 Industrial Transportation,Yes,No,-,-
TOUPARGEL GROUPE,FR0000039240,FR0000039240,PAR,TOU,5337 Food Retailers & Wholesalers,EUR,10.1,1446,-1.08,2009/12/11 17:37,14530,"10,383,307","104,871,401",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,10.21,10.21,2009/12/11 9:00,10,2009/12/11 10:18,-25.3,15.95,2027/4/11,10,2006/12/11,-23.83,15.95,2027/4/11,10,2006/12/11,"=LIEN_HYPERTEXTE(""http://www.toupargel.fr"";""http://www.toupargel.fr"")",Novarina,04 72 54 10 00,5000 Consumer Services,5300 Retail,5330 Food & Drug Retailers,Yes,No,-,-
TOUR EIFFEL,FR0000036816,FR0000036816,PAR,EIFF,8671 Industrial & Office REITs,EUR,37.74,9690,-1.49,2009/12/11 17:35,370478,"5,736,272","216,486,905",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,37.63,38.95,2009/12/11 12:56,37.6,2009/12/11 9:07,-34.9,69.7,2019/5/11,34.53,2025/11/11,-34.37,69.7,2019/5/11,34.53,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.societetoureiffel.com"";""http://www.societetoureiffel.com"")",Descamps Jérôme,153430706,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
TRANSGENE,FR0005175080,FR0005175080,PAR,TNG,4573 Biotechnology,EUR,7.44,19633,0.27,2009/12/11 17:35,145896,"31,682,650","235,718,916",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,7.57,7.57,2009/12/11 9:00,7.38,2009/12/11 9:12,-46.86,15.65,2027/1/11,6.8,2023/11/11,-49.46,15.65,2027/1/11,6.8,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.transgene.fr"";""http://www.transgene.fr"")",CASTELLI Elisabetta,+ 33 (0) 1 44 08 55 05,4000 HealthCare,4500 Health Care,4570 Pharmaceuticals & Biotechnology,Yes,No,-,-
TRIGANO,FR0005691656,FR0005691656,PAR,TRI,3745 Recreational Products,EUR,12.12,66789,2.93,2009/12/11 17:35,582909,"21,179,740","256,698,449",Compartment B (Mid Caps),French zone  ,SRD and PEA eligible,Continuous,11.765,12.2,2009/12/11 17:09,11.45,2009/12/11 9:05,-48.43,26.51,2013/1/11,10.5,2021/11/11,-47.27,26.51,2013/1/11,10.5,2021/11/11,"=LIEN_HYPERTEXTE(""http://www.trigano.fr"";""http://www.trigano.fr"")",Rym Bel Kefi,+33 (0) 1 44 52 16 52,3000 ConsumerGoods,3700 Personal,3740 Leisure Goods,Yes,Yes,-,-
U10,FR0000079147,FR0000079147,PAR,UDIS,3722 Durable Household Products,EUR,2.51,110883,2.87,2009/12/11 17:18,277438,"18,673,399","46,870,231",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,2.4,2.64,2009/12/11 12:52,2.38,2009/12/11 9:28,-41.63,5.13,2015/4/11,2.21,2022/11/11,-40.94,5.13,2015/4/11,2.21,2022/11/11,"=LIEN_HYPERTEXTE(""http://www.u10.fr"";""http://www.u10.fr"")",Christian Vigui?04 74 13 86 82,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,No,-,-,
U10 BSAR 0313,FR0010286542,FR0010286542,PAR,UDIBR,3722 Durable Household Products,EUR,0.09,343,0,2009/12/11 13:32,31,"2,749,703","247,473",null,French zone  ,PEA eligible,Continuous,0.09,0.09,2009/12/11 9:00,0.09,2009/12/11 9:00,-56.52,0.348,2006/4/11,0.09,2008/12/11,-70,0.36,2009/12/10,0.09,2008/12/11,-,-,-,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,No,-,-
UBISOFT ENTERTAIN,FR0000054470,FR0000054470,PAR,UBI,3747 Toys,EUR,5.497,473050,4.68,2009/12/11 17:35,2569319,"94,963,130","522,012,326",Compartment B (Mid Caps),French zone  ,SRD and PEA eligible,Continuous,5.21,5.51,2009/12/11 16:06,5.21,2009/12/11 9:00,-31.29,9.431,2015/2/11,3.565,2023/9/11,-30.06,9.43,2015/2/11,3.57,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.ubisoftgroup.com"";""http://www.ubisoftgroup.com"")",Jean-Benoît Roquette,01.48.18.52.39,3000 ConsumerGoods,3700 Personal,3740 Leisure Goods,Yes,Yes,-,-
ULRIC DE VARENS,FR0000079980,FR0000079980,PAR,ULDV,3767 Personal Products,EUR,4.13,1,0,2009/12/11 9:00,4,"8,000,000","33,040,000",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,4.13,4.13,2009/12/11 9:00,4.13,2009/12/11 9:00,-2.59,5.1,2001/9/11,3.85,2007/12/11,-6.56,5.1,2001/9/11,3.85,2007/12/11,"=LIEN_HYPERTEXTE(""http://www.ulric-de-varens.com"";""http://www.ulric-de-varens.com"")",Ulric Viellard,33156903232,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,No,-,-
UMANIS,FR0010949388,FR0010949388,PAR,UMS,9533 Computer Services,EUR,5.67,78,0,2009/12/11 17:22,442,"2,379,655","13,492,644",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,5.67,5.67,2009/12/11 9:00,5.67,2009/12/11 9:00,-17.35,7.92,2002/5/11,5.16,2023/11/11,-15.25,7.92,2002/5/11,5.16,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.groupeumanis.com"";""http://www.groupeumanis.com"")",-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
UNIBAIL-RODAMCO,FR0000124711,FR0000124711,PAR,UL,8672 Retail REITs,EUR,137.1,323193,2.28,2009/12/11 17:35,43905664,"91,925,147","12,602,937,654",Compartment A (Large Caps),French zone  ,SRD eligible,Continuous,133.1,137.15,2009/12/11 17:21,133.1,2009/12/11 9:00,-7.36,162.95,2007/7/11,123.3,2025/11/11,-6.42,162.95,2007/7/11,123.3,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.unibail-rodamco.com"";""http://www.unibail-rodamco.com"")",Fabrice Mouchel,+33 1 53 43 73 03,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,No,Yes,-,-
UNIBEL,FR0000054215,FR0000054215,PAR,UNBL,3577 Food Products,EUR,248.05,13,-9.79,2007/12/11 11:30,3225,"2,323,572","576,362,035",Compartment B (Mid Caps),French zone  ,PEA eligible,Double call auction,248.05,248.05,2007/12/11 11:30,248.05,2007/12/11 11:30,-16.17,335,2008/2/11,229.31,2002/9/11,-6.4,335,2008/2/11,229.31,2002/9/11,"=LIEN_HYPERTEXTE(""http://www.unibel.fr"";""http://www.unibel.fr"")",Gilles Gaujal,+33(0)1 40 07 76 09,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,No,-,-
UNION FIN.FRANCE,FR0000034548,FR0000034548,PAR,UFF,8771 Asset Managers,EUR,19.46,2812,-0.21,2009/12/11 17:35,54963,"16,233,240","315,898,850",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,19.5,19.9,2009/12/11 9:45,19.46,2009/12/11 17:17,-27.93,33.9,2015/4/11,18.65,2023/11/11,-30.25,33.9,2015/4/11,18.65,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.unionfinancieredefrance.fr"";""http://www.unionfinancieredefrance.fr"")",-,-,8000 Financials,8700 Financial Services,8770 Financial Services,Yes,No,-,-
UNION TECH.INFOR.,FR0000074197,FR0000074197,PAR,FPG,9533 Computer Services,EUR,0.71,28628,-2.74,2009/12/11 16:58,19719,"8,658,736","6,147,703",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.73,0.73,2009/12/11 9:00,0.66,2009/12/11 9:41,-41.8,1.59,2029/3/11,0.54,2025/11/11,-43.65,1.59,2029/3/11,0.54,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.uti-group.com"";""http://www.uti-group.com"")",Christian Aumard,01 41 49 05 10,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
UNIVERS.MULTIMEDIA,FR0000057903,FR0000057903,PAR,UNM,3743 Consumer Electronics,EUR,0.39,450,0,2022/2/11 11:30,176,"1,901,200","741,468",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,0.39,0.39,2022/2/11 11:30,0.39,2022/2/11 11:30,44.44,0.43,2008/2/11,0.3,2016/2/11,-39.06,0.79,2023/2/10,0.26,2008/11/10,"=LIEN_HYPERTEXTE(""http://www.universal-multimedia.net"";""http://www.universal-multimedia.net"")",-,-,3000 ConsumerGoods,3700 Personal,3740 Leisure Goods,Yes,No,Halted,2003/3/11
VALE,US91912E1055,US91912E1055,PAR,VALE3,1775 General Mining,EUR,16.9,100,-5.95,2008/12/11 10:38,1690,"3,256,724,482","55,038,643,746",null,-,,Continuous,16.9,16.9,2008/12/11 10:38,16.9,2008/12/11 10:38,-34.11,30,2019/1/11,15.85,2009/8/11,-35,30,2019/1/11,15.85,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.vale.com"";""http://www.vale.com"")",-,-,1000 BasicMaterials,1700 Basic Resources,1770 Mining,No,No,-,-
VALE PREF,US91912E2046,US91912E2046,PAR,VALE5,1775 General Mining,EUR,0,0,-,-,0,"2,083,919,199",0,null,-,,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,-,-,-,1000 BasicMaterials,1700 Basic Resources,1770 Mining,No,No,-,-
VALEO,FR0000130338,FR0000130338,PAR,FR,3355 Auto Parts,EUR,31.44,438938,0.75,2009/12/11 17:35,13189432,"78,907,421","2,480,849,316",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,30.945,31.935,2009/12/11 10:00,30.61,2009/12/11 9:00,-25.96,49.88,2008/7/11,27.465,2004/10/11,-29.4,49.88,2008/7/11,27.47,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.valeo.com"";""http://www.valeo.com"")",Thierry Lacorre,01.40.55.37.93,3000 ConsumerGoods,3300 Automobiles & Parts,3350 Automobiles & Parts,Yes,Yes,-,-
VALLOUREC,FR0000120354,FR0000120354,PAR,VK,2757 Industrial Machinery,EUR,48.825,1060027,3.99,2009/12/11 17:37,51084737,"119,084,420","5,814,296,807",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,46.76,48.985,2009/12/11 16:06,46.7,2009/12/11 9:02,-37.88,89.58,2013/5/11,38.335,2004/10/11,-36.25,89.58,2013/5/11,38.34,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.vallourec.fr"";""http://www.vallourec.fr"")",Etienne BERTRAND,+33 1 49 09 35 58,2000 Industrials,2700 Industrial Goods & Services,2750 Industrial Engineering,Yes,Yes,-,-
VALTECH,FR0004155885,FR0004155885,PAR,LTE,9533 Computer Services,EUR,0.22,51885,-4.35,2009/12/11 17:11,11650,"154,793,551","34,054,581",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.22,0.24,2009/12/11 11:17,0.22,2009/12/11 9:00,-12,0.4,2023/6/11,0.2,2029/11/11,-4.35,0.4,2023/6/11,0.2,2029/11/11,"=LIEN_HYPERTEXTE(""http://www.valtech.fr"";""http://www.valtech.fr"")",Dujardin,01 41 88 23 00,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
VEOLIA ENVIRON.,FR0000124141,FR0000124141,PAR,VIE,7577 Water ,EUR,8.79,2962689,3.2,2009/12/11 17:35,25817440,"519,652,960","4,567,749,518",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,8.494,8.846,2009/12/11 12:55,8.486,2009/12/11 9:03,-59.81,24.3,2018/2/11,8.015,2022/11/11,-58.54,24.3,2018/2/11,8.02,2022/11/11,"=LIEN_HYPERTEXTE(""http://www.veolia-finance.com"";""http://www.veolia-finance.com"")",Wasylec,01 71 75 12 23,7000 Utilities,7500 Utilities,"7570 Gas, Water & Multiutilities",Yes,Yes,-,-
VERMANDOISE SUCR.,FR0000037749,FR0000037749,PAR,VERM,3577 Food Products,EUR,3355.01,2,0.03,2009/12/11 11:30,6710,"149,670","502,144,347",Compartment B (Mid Caps),French zone  ,PEA eligible,Double call auction,3355.01,3355.01,2009/12/11 11:30,3355.01,2009/12/11 11:30,107.61,3420,2005/10/11,1602,2028/1/11,111.94,3420,2005/10/11,1575,2017/12/10,"=LIEN_HYPERTEXTE(""http://www.vermandoise.fr"";""http://www.vermandoise.fr"")",-,-,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,No,-,-
VERNEUIL PARTICIP.,FR0000062465,FR0000062465,PAR,VRNL,8775 Specialty Finance,EUR,9.36,30,-10,2002/11/11 16:30,281,"1,099,265","10,289,120",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,9.36,9.36,2002/11/11 16:30,9.36,2002/11/11 16:30,-44.94,18.8,2010/5/11,8.05,2021/9/11,-55.41,20.98,2010/11/10,8.05,2021/9/11,"=LIEN_HYPERTEXTE(""http://www.verneuil-participations.com"";""http://www.verneuil-participations.com"")",-,-,8000 Financials,8700 Financial Services,8770 Financial Services,Yes,No,-,-
VET AFFAIRES,FR0000077158,FR0000077158,PAR,VET,5371 Apparel Retailers,EUR,13.58,540,0.97,2009/12/11 16:29,7271,"1,596,813","21,684,721",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,13.45,13.58,2009/12/11 16:29,13.45,2009/12/11 9:00,-51.67,44.97,2003/5/11,10.8,2028/11/11,-51.19,44.97,2003/5/11,10.8,2028/11/11,"=LIEN_HYPERTEXTE(""http://www.vetaffaires.fr"";""http://www.vetaffaires.fr"")",Pierre-Yves CLAUDEL,+33 (0) 2 40 13 09 84,5000 Consumer Services,5300 Retail,5370 General Retailers,Yes,No,-,-
VETOQUINOL,FR0004186856,FR0004186856,PAR,VETO,4577 Pharmaceuticals,EUR,22.41,1642,-1.92,2009/12/11 17:35,36629,"11,881,902","266,273,424",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,22.5,22.8,2009/12/11 10:04,22.1,2009/12/11 15:54,-24.26,31.8,2005/4/11,20.06,2014/9/11,-25.05,31.8,2005/4/11,20.06,2014/9/11,"=LIEN_HYPERTEXTE(""http://www.vetoquinol.com"";""http://www.vetoquinol.com"")",VIMAL DU MONTEIL Régis,384625815,4000 HealthCare,4500 Health Care,4570 Pharmaceuticals & Biotechnology,Yes,No,-,-
VICAT,FR0000031775,FR0000031775,PAR,VCT,2353 Building Materials & Fixtures,EUR,42.485,32808,1.01,2009/12/11 17:35,1382775,"44,900,000","1,907,576,500",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,42.01,42.485,2009/12/11 17:28,41.8,2009/12/11 9:01,-32.02,62.89,2006/1/11,37.065,2025/11/11,-27.56,63,2020/12/10,37.07,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.vicat.fr"";""http://www.vicat.fr"")",Stéphane Bisseuil,158868614,2000 Industrials,2300 Construction & Materials,2350 Construction & Materials,Yes,Yes,-,-
VIEL ET COMPAGNIE,FR0000050049,FR0000050049,PAR,VIL,8777 Investment Services,EUR,2.55,9524,0,2009/12/11 17:23,24316,"76,616,740","195,372,687",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,2.55,2.6,2009/12/11 10:30,2.52,2009/12/11 9:15,-9.25,3.73,2003/5/11,2.27,2024/11/11,-6.93,3.73,2003/5/11,2.27,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.viel.com"";""http://www.viel.com"")",Virginie de Vichet,+33 (0)1 56 43 70 20,8000 Financials,8700 Financial Services,8770 Financial Services,Yes,No,-,-
VILMORIN & CIE,FR0000052516,FR0000052516,PAR,RIN,3573 Farming & Fishing,EUR,74.51,3401,-1.05,2009/12/11 17:35,254310,"17,218,101","1,282,920,706",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,75.01,75.49,2009/12/11 15:59,74,2009/12/11 16:45,-12.56,93,2014/2/11,68.8,2009/8/11,-10.23,93,2014/2/11,68.8,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.vilmorin.info"";""http://www.vilmorin.info"")",Daniel Jacquemond,+33 (0)4 73 63 44 85,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,Yes,-,-
